conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/00b9a3aa-7070-4bb5-8020-f228a97cf42f,draft scientific or academic papers and technical documentation,released,skill/competence,cross-sector,create technical documentation | create technical documentation and academic writings | write technical documentation | write scientific and academic papers,"Draft and edit scientific, academic or technical texts on different subjects.",http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,technical or academic writing
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/08b04e53-ed25-41a2-9f90-0b9cd939ba3d,manage research data,released,skill/competence,cross-sector,oversee scientific data | handle research data | administer research data,Produce and analyse scientific data originating from qualitative and quantitative research methods. Store and maintain the data in research databases. Support the re-use of scientific data and be familiar with open data management principles.,http://data.europa.eu/esco/skill/32c017fd-28ab-4051-bf68-74de952c2f77,managing information
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/20a8fe89-d4eb-4698-8521-8881c13377e0,interact professionally in research and professional environments,released,skill/competence,cross-sector,give feedback in a professional setting | interact appropriately in research and professional spheres | receive feedback in a professional setting | interact considerately in research and professional spheres | show collegiality in research and professional environments,"Show consideration to others as well as collegiality. Listen, give and receive feedback and respond perceptively to others, also involving staff supervision and leadership in a professional setting.",http://data.europa.eu/esco/skill/91b0b918-942e-4661-b88c-70b9396529e5,working with others
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b1e2927-3542-48da-9063-02925e7562c1,disseminate results to the scientific community,released,skill/competence,cross-sector,disseminate scientific results | disclose scientific results | disclose findings of scientific research | disseminate findings of scientific research | disseminate results of scientific research,"Publicly disclose scientific results by any appropriate means, including conferences, workshops, colloquia and scientific publications.",http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,technical or academic writing
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2b34764d-637c-48f5-aa70-31e15c965db6,operate open source software,released,skill/competence,sector-specific,know open-source software licensing schemes | know open-source software coding practices | know open-source licensing schemes | know open-source coding practices | manage open-source software,"Operate Open Source software, knowing the main Open Source models, licensing schemes, and the coding practices commonly adopted in the production of Open Source software.",http://data.europa.eu/esco/skill/a8c3186b-c791-4d57-8f4f-4d12c7a5c6a7,programming computer systems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/2de4572a-4724-4f76-afc2-72a568a264ac,speak different languages,released,skill/competence,cross-sector,speak foreign languages | communicate in multiple languages | speak a different language,Master foreign languages to be able to communicate in one or more foreign languages.,http://data.europa.eu/esco/skill/03961960-e729-4768-ab0a-49886132f17a,using foreign languages
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/39f67488-cfd3-4370-8d7e-da98163102d9,evaluate research activities,released,skill/competence,cross-sector,perform scholarly peer review | assess research results | assess research methodology,"Review proposals, progress, impact and outcomes of peer researchers, including through open peer review.",http://data.europa.eu/esco/skill/23cfb269-eec1-4011-8e57-c86203ce9fd7,giving feedback
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4134622c-c3fb-4a41-beb6-6d58ba5107db,demonstrate disciplinary expertise,released,skill/competence,cross-sector,exhibit academic proficiency | demonstrate complex understanding of a research area | demonstrate deep knowledge of a research area | demonstrate deep knowledge of a specific research area | demonstrate complex understanding of a specific research area,"Demonstrate deep knowledge and complex understanding of a specific research area, including responsible research, research ethics and scientific integrity principles, privacy and GDPR requirements, related to research activities within a specific discipline.",http://data.europa.eu/esco/skill/8fde007e-ea4c-48c2-84c5-752834acd31d,"conducting studies, investigations and examinations"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4707da90-9cfc-46ca-8de0-38a0b7bfb137,think analytically,released,skill/competence,transversal,think in an analytical way | apply logical thinking | use logical reasoning | apply structured thinking | think logically | develop an analytical approach | analytical thinking | apply structural analysis,"Produce thoughts using logic and reasoning in order to identify the strengths and weaknesses of alternative solutions, conclusions or approaches to problems.",http://data.europa.eu/esco/skill/fff1d675-c36a-4c12-9cd4-407f21ccd06a,"processing information, ideas and concepts"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4cd85845-f31c-4306-994d-e12d45114d83,teach in academic or vocational contexts,released,skill/competence,cross-sector,instruct in educational or vocational settings | provide instruction in academic or vocational domains | teach students in academic or vocational contexts,"Instruct students in the theory and practice of academic or vocational subjects, transferring the content of own and others' research activities.",http://data.europa.eu/esco/skill/335be43a-3267-400e-b5cb-c9e234dc7544,teaching academic or vocational subjects
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4d39b27a-b34f-4c89-8d46-df844d42f728,increase the impact of science on policy and society,released,skill/competence,cross-sector,influence decision making based on scientific evidence | enhance the impact of science influence on policy and society | boost the contribution of science to shaping policies and society | enhance the influence of science on governance and communities,Influence evidence-informed policy and decision making by providing scientific input to and maintaining professional relationships with policymakers and other stakeholders.,http://data.europa.eu/esco/skill/cdb2aecd-9dca-48fd-8d56-f0aace3ab5a9 | http://data.europa.eu/esco/skill/f914df1a-c9fd-47ab-b1ec-bc7c6f572640,presenting general information | influence policy makers on social service issues
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4f5c1208-62fd-4e5a-a51e-306c06947e11,manage findable accessible interoperable and reusable data,released,skill/competence,cross-sector,ensure data availability | ensure data reusability | support data reuse in research | ensure corrected data storing,"Produce, describe, store, preserve and (re) use scientific data based on FAIR (Findable, Accessible, Interoperable, and Reusable) principles, making data as open as possible, and as closed as necessary.",http://data.europa.eu/esco/skill/9ff9db9d-d14b-426e-83f3-e7449af6c79f | http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,manage data | conducting academic or market research
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/4fabca9a-7435-4f33-b1da-3cdb00340fdc,perform scientific research,released,skill/competence,cross-sector,performing scientific research | carry out scientific research | conduct scientific research | engage in scientific research,"Gain, correct or improve knowledge about phenomena by using scientific methods and techniques, based on empirical or measurable observations.",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,conducting academic or market research
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/518dc04d-092d-4fa1-bd82-88b7a9278ef7,manage intellectual property rights,released,skill/competence,sector-specific,manage copyrights | administer copyrights | administer intellectual property rights,Deal with the private legal rights that protect the products of the intellect from unlawful infringement.,http://data.europa.eu/esco/skill/f4bcdb75-df28-441d-a52b-9730904f36a1 | http://data.europa.eu/esco/skill/0d80a782-99ff-4f49-abbe-c72524c6f390,exercise rights and responsibilities | negotiating and managing contracts and agreements
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/5f0082ab-2131-49b5-94d6-a1821daf57d6,apply for research funding,released,skill/competence,cross-sector,apply for research grants | draft research grants applications | identify research grants | generate research funding,Identify key relevant funding sources and prepare research grant application in order to obtain funds and grants. Write research proposals.,http://data.europa.eu/esco/skill/0ffce932-cec4-4fec-87e6-df23fb6bdc12 | http://data.europa.eu/esco/skill/1bc1cf2a-a7f6-4769-a13b-cc26a2214498,"find grants | preparing documentation for contracts, applications, or permits"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/60c78287-22eb-4103-9c8c-28deaa460da0,work in teams,released,skill/competence,transversal,working in teams | handle team dynamics | cooperate | cooperate with colleagues | support colleagues | collaborate on tasks | work in groups | team-working | foster social networks | work in squads,Work confidently within a group with each doing their part in the service of the whole.,http://data.europa.eu/esco/skill/036afa6e-cdde-4b38-a53a-8e7910a840e1,collaborating in teams and networks
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7954861c-86d4-4529-afbb-2c23dab9ac74,negotiate compromises,released,skill/competence,transversal,bargain | resolve conflict | defuse conflict | influence decision-making processes | seek agreement | manage complaints | negotiating compromise | negotiate | bargaining,"Communicate with others with the intention of reaching a common understanding or to resolve a point of difference, without losing sight of one's own or others' intentions or goals.",http://data.europa.eu/esco/skill/6f142deb-03a9-4cd7-94ce-e0f023ae2169,communicating
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7a147904-22b3-498a-b4d9-7bceeb86b45d,cope with stress,released,skill/competence,transversal,show mental resilience | manage pressure | coping with pressure | deal with pressure | handle pressure | accept challenges | cope with pressures | perform under pressure | stay cool under pressure | work under pressure,"Handle challenges, disruption and change and recover from set-backs and adversity.",http://data.europa.eu/esco/skill/2b2c3254-7f6c-47e2-84f1-aece946fbfae,maintaining a positive attitude
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7dd94ad3-13d6-43fe-8b94-51fcbf67ced9,think critically,released,skill/competence,transversal,detect bias | distinguish fact from opinion | weigh information | evaluate important information | assess facts | check facts | critically evaluate information and its sources | evaluating information | evaluate information and its sources | assess information | assess processes | apply critical thinking | review information | verify information | assess opinions | evaluate facts | consider alternative views | evaluate opinions | evaluate truth,Make and defend judgements based on internal evidence and external criteria. Critically evaluate the credibility and reliability of information before using or passing it on to others. Develop independent and critical thinking.,http://data.europa.eu/esco/skill/fff1d675-c36a-4c12-9cd4-407f21ccd06a,"processing information, ideas and concepts"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/833289fa-3646-4010-9d9e-93ba8c9ef2d8,apply research ethics and scientific integrity principles in research activities,released,skill/competence,cross-sector,adhere to scientific research code of ethics | obey scientific research code of conduct | follow scientific research code of conduct,"Apply fundamental ethical principles and legislation to scientific research, including issues of research integrity. Perform, review, or report research avoiding misconducts such as fabrication, falsification, and plagiarism.",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,conducting academic or market research
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/872a1632-f1db-4feb-bb27-0a6a359b7591,promote open innovation in research,released,skill/competence,cross-sector,encourage open innovation in research | promote integrated collaboration in research | boost open innovation in research | stimulate collaborative innovation in research | foster collaborative innovation in research,"Apply techniques, models, methods and strategies which contribute to the promotion of steps towards innovation through collaboration with people and organizations outside the organisation.",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,conducting academic or market research
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/979cf728-896f-4f2c-8fa8-2698ca0d4930,publish academic research,released,skill/competence,cross-sector,publishes academic research | publish doctoral research | publishing academic research | publish research | publish academic studies,"Conduct academic research, in universities and research institutions, or on a personal account, publish it in books or academic journals with the aim of contributing to a field of expertise and achieving personal academic accreditation.",http://data.europa.eu/esco/skill/2b1e2927-3542-48da-9063-02925e7562c1 | http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,disseminate results to the scientific community | technical or academic writing
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/988f4ac3-a37c-4b0a-a40f-4e0e56b5919e,promote the transfer of knowledge,released,skill/competence,cross-sector,valorise research findings in industry | valorise research findings in the public sector | ensure connection between research and industry,"Deploy broad awareness of processes of knowledge valorisation aimed to maximise the two–way flow of technology, intellectual property, expertise and capability between the research base and industry or the public sector.",http://data.europa.eu/esco/skill/efbb3d3b-a41c-4e0a-90a8-8e611eb1db9f,"advising on legal, regulatory or procedural matters"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/9a58cd26-58eb-4a1c-b1b6-64037fe9cfa1,think abstractly,released,skill/competence,cross-sector,thinking in abstractions | thinking in abstract concepts | conceptualise reality | carry out abstraction of concepts | conceptualise abstract ideas,"Demonstrate the ability to use concepts in order to make and understand generalisations, and relate or connect them to other items, events, or experiences.",http://data.europa.eu/esco/skill/ab877a24-335d-4676-b366-c5c06651481a,"communication, collaboration and creativity"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a584a638-a2c0-4b3c-bdf3-a64f87225be9,mentor individuals,released,skill/competence,cross-sector,support individuals | help individuals | guide individuals | guide people | support people | help people,"Mentor individuals by providing emotional support, sharing experiences and giving advice to the individual to help them in their personal development, as well as adapting the support to the specific needs of the individual and heeding their requests and expectations.",http://data.europa.eu/esco/skill/e2bdf081-333a-414f-b8ac-93c76290f167,coaching and mentoring
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a8b3957f-08b4-4a76-927d-0b2e3d0dbd39,synthesise research publications,released,skill/competence,cross-sector,write research publications | synthesize research publications,"Read and interpret scientific publications that present a research problem, the methodology, its solution and hypothesis. Compare them and extract the information needed.",http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a | http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39 | http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849,process qualitative information | gathering information from physical or electronic sources | synthesise information
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/a8d24a95-47b3-4f88-92e7-06600bcd3612,manage personal professional development,released,skill/competence,cross-sector,develop own practice | continuously develop your own practices | research identify and resource your continuing professional development | identify priority areas for professional development | continuously develop own practice | manage personal lifelong learning | develop own practices continuously | conduct personal professional development | research own continuing professional development | develop own practice continuously | undertake responsibility on continuous professional development,Take responsibility for lifelong learning and continuous professional development. Engage in learning to support and update professional competence. Identify priority areas for professional development based on reflection about own practice and through contact with peers and stakeholders. Pursue a cycle of self-improvement and develop credible career plans.,http://data.europa.eu/esco/skill/468135b7-5757-48c3-9509-fde0e13ec5be | http://data.europa.eu/esco/skill/7e0b93e0-0de7-4607-b07f-27a6828d3ff0,manage personal progression | developing educational programmes
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/adc6dc11-3376-467b-96c5-9b0a21edc869,solve problems,released,skill/competence,transversal,develop strategies to solve problems | come up with strategy to solve problems | develop strategy to solve problems | create solutions to problems | demonstrate problem solving skills | act intuitevely | manage problems | apply problem solving | create strategies to solve problems | resolve problems,"Find solutions to practical, operational or conceptual problems in a wide range of contexts.",http://data.europa.eu/esco/skill/13d301d0-98cb-414f-a8f9-a3f059228133,dealing with problems
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/b363bb5f-2c79-40af-94da-33e06f9dee9f,apply blended learning,released,skill/competence,cross-sector,combine face-to-face and online learning | integrate blended learning | implement mixed learning approaches | employ blended learning | implement blended learning,"Be familiar with blended learning tools by combining traditional face-to-face and online learning, using digital tools, online technologies, and e-learning methods.",http://data.europa.eu/esco/skill/caede8f1-6658-4d78-9eb4-2ad2c7ebf09b,teaching and training
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/bdcf429c-5ccf-4c3d-bb61-4c987573a35e,show entrepreneurial spirit,released,skill/competence,transversal,identify opportunities | show an entrepreneurial spirit | demonstrate entrepreneurship | showing entrepreneurial spirit | display entrepreneurial spirit | demonstrate entrepreneurial spirit | reveal entrepreneurial spirit | showing an entrepreneurial spirit | pursue opportunities | demonstrate willingness to take risks | exhibit entrepreneurial spirit,"Develop, organise and manage an own business venture, identifying and pursuing opportunities and mobilising resources, keeping in mind a profitability perspective. Demonstrate a proactive attitude and determination to achieve success in business.",http://data.europa.eu/esco/skill/6c6957bf-cf1f-4483-9c7e-1655f251b01a,applying entrepreneurial and financial skills and competences
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/c3c2420c-ce9a-4371-8eed-1db479c3a562,write scientific publications,released,skill/competence,cross-sector,scientific paper writing | draw up scientific papers | draft scientific papers,"Present the hypothesis, findings, and conclusions of your scientific research in your field of expertise in a professional publication.",http://data.europa.eu/esco/skill/be40c4c3-a855-4d67-9ca5-6f4428c34b0d | http://data.europa.eu/esco/skill/7a34b3d9-bd3b-4f4e-a0f6-f97439901cb7 | http://data.europa.eu/esco/skill/2b1e2927-3542-48da-9063-02925e7562c1 | http://data.europa.eu/esco/skill/6e62e776-fbfa-486c-a6df-58cd239c86fe,provide written content | apply scientific methods | disseminate results to the scientific community | technical or academic writing
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cc61f9e5-d4fc-470e-8606-1ce865ff8386,develop professional network with researchers and scientists,released,skill/competence,cross-sector,cultivate a professional circle in academia | foster relationships with researchers and scientists | establish connections with researchers and scientists,"Develop alliances, contacts or partnerships, and exchange information with others. Foster integrated and open collaborations where different stakeholders co-create shared value research and innovations. Develop your personal profile or brand and make yourself visible and available in face-to-face and online networking environments.",http://data.europa.eu/esco/skill/8a3b45dc-8299-4b67-99db-6542daf79ac3,developing professional relationships or networks
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cd50d616-1f8b-481e-983f-68d2674ff82d,integrate gender dimension in research,released,skill/competence,cross-sector,account for gender characteristics in scientific research | promote inclusion in research,Take into account in the whole research process the biological characteristics and the evolving social and cultural features of women and men (gender).,http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,conducting academic or market research
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68,perform project management,released,skill/competence,cross-sector,perform management of projects | performing project management | manage projects | do project management | conduct project management | perform projects management,"Manage and plan various resources, such as human resources, budget, deadline, results, and quality necessary for a specific project, and monitor the project's progress in order to achieve a specific goal within a set time and budget.",http://data.europa.eu/esco/skill/190f64e1-b7b6-4c53-b20b-80f9215ef6ca | http://data.europa.eu/esco/skill/ccfbdaad-b91d-4bfe-bd0e-d30b33587f19,"directing, supervising and coordinating projects | keep records of work progress"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/da930e2f-6047-4616-a598-bba8ecef3039,manage open publications,released,skill/competence,cross-sector,manage open-source content | manage open-source publications | handle open-source content | handle open publications | handle open-source publications,"Be familiar with Open Publication strategies, with the use of information technology to support research, and with the development and management of CRIS (current research information systems) and institutional repositories. Provide licensing and copyright advice, use bibliometric indicators, and measure and report research impact.",http://data.europa.eu/esco/skill/98fb499f-9155-412d-a8a0-95ba97126fec,using digital tools for collaboration and productivity
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/e49f4158-9d4c-425d-bf32-dfe89b19840a,plan,released,skill/competence,transversal,plan activities | performance planning | implement planning | planning performance | undertake planning | complete planning,Manage one's time schedule and resources in order to finish tasks in a timely manner.,http://data.europa.eu/esco/skill/66fdc34c-2326-4baa-b8ff-7a1d1015fe3a,planning and organising
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f715be1d-5fc4-49d3-82a5-0b8090d12849,synthesise information,released,skill/competence,cross-sector,synthesise complex information | summarise information | interpret complex information | critically summarise information | write synthesis essays,"Critically read, interpret, and summarise new and complex information from diverse sources.",http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a | http://data.europa.eu/esco/skill/29dcc31e-a8d6-4a62-b3c1-2de81e966e39,process qualitative information | gathering information from physical or electronic sources
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/f7b071bf-4882-4cfc-ae0a-7e0e0ab94c61,conduct research across disciplines,released,skill/competence,cross-sector,work across disciplines | work across functional boundaries | conduct interdisciplinary research | use research findings across disciplines | use research findings across functional boundaries,Work and use research findings and data across disciplinary and/or functional boundaries.,http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,conducting academic or market research
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/fa642fc3-5cc5-41cf-8926-6617a8b976a7,promote the participation of citizens in scientific and research activities,released,skill/competence,cross-sector,encourage civic engagement in research | engage public in research | engage citizens in scientific and research activities | foster public involvement in scientific research | promote citizens participation in research,"Engage citizens in scientific and research activities and promote their contribution in terms of knowledge, time or resources invested.",http://data.europa.eu/esco/skill/7d9bace0-63d0-4848-ac87-350a98082c12 | http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,participate actively in civic life | conducting academic or market research
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/ff64e9fc-36dd-4035-872a-83aa41dc1ad9,communicate with a non-scientific audience,released,skill/competence,cross-sector,engage in public awareness of research | communicate scientific results to the public | support public understanding of science findings | communicate publicly about scientific findings,"Communicate about scientific findings to a non-scientific audience, including the general public. Tailor the communication of scientific concepts, debates, findings to the audience, using a variety of methods for different target groups, including visual presentations.",http://data.europa.eu/esco/skill/8f9f8b20-ff26-4392-b04f-695dcde5b90a,presenting research or technical information
